N,P,K,temperature,humidity,ph,water_oxygen,water_temp,fish_density,label
62,47,36,21.0,72.5,6.7,7.9,22.9,2.0,Mint
88,32,56,25.1,72.2,6.1,7.6,23.9,1.2,Mint
63,47,39,19.5,72.3,6.6,7.5,20.3,0.9,Mint
96,43,52,18.3,70.3,6.1,7.8,26.7,1.8,Mint
80,23,32,22.2,66.9,6.5,6.6,22.9,1.9,Mint
88,38,34,19.3,74.4,6.7,6.5,27.8,1.5,Mint
69,47,45,23.7,62.2,6.8,5.4,20.8,1.6,Mint
71,47,34,22.1,68.1,6.5,5.6,27.8,1.0,Mint
97,40,59,23.3,64.2,6.0,8.7,23.3,1.6,Mint
99,29,35,22.1,66.6,6.2,7.0,19.4,0.8,Mint
94,47,45,22.1,69.3,6.9,9.4,21.8,0.5,Mint
95,39,43,23.7,60.5,6.8,5.1,19.8,2.0,Mint
88,50,45,24.3,71.5,6.2,6.5,22.1,0.6,Mint
79,40,30,26.0,65.9,6.5,7.8,24.4,0.8,Mint
60,43,37,19.2,69.3,6.9,5.9,25.3,2.0,Mint
66,44,57,22.1,67.2,6.9,6.3,19.0,1.3,Mint
70,39,53,24.8,67.7,6.6,7.8,26.8,1.5,Mint
87,26,30,23.5,69.5,6.6,7.3,20.3,1.9,Mint
78,24,52,21.7,65.1,6.7,5.6,19.5,1.7,Mint
96,38,46,18.2,75.3,6.5,7.9,20.6,1.4,Mint
92,27,55,22.3,61.5,6.8,8.1,24.4,0.8,Mint
85,27,41,22.7,73.9,6.5,5.9,26.0,1.0,Mint
81,46,46,22.8,64.5,6.7,6.0,19.6,1.3,Mint
69,29,35,23.1,69.1,6.3,7.1,25.1,1.3,Mint
80,43,57,25.9,72.9,6.7,6.4,23.0,0.9,Mint
71,21,42,19.4,76.6,6.3,9.4,19.6,1.8,Mint
78,21,48,25.6,63.9,6.8,6.1,25.9,1.2,Mint
68,40,49,20.5,80.0,6.1,7.4,19.8,1.9,Mint
63,22,56,23.3,74.4,6.7,8.7,28.0,1.9,Mint
95,23,59,21.4,68.8,6.4,8.3,21.4,0.9,Mint
91,50,45,22.1,61.6,6.8,8.1,27.7,1.8,Mint
72,34,42,20.6,60.3,6.1,8.8,21.1,1.5,Mint
69,39,35,21.7,74.3,7.0,9.5,21.9,0.9,Mint
99,21,43,21.0,68.4,6.4,7.5,18.4,1.4,Mint
91,49,46,20.4,60.1,6.6,6.1,18.5,1.7,Mint
60,33,32,23.3,79.9,6.9,9.1,27.9,1.9,Mint
63,41,49,24.4,67.9,6.2,5.4,24.0,0.7,Mint
88,45,55,24.2,69.3,6.1,6.6,18.6,0.6,Mint
96,23,42,18.7,68.2,6.2,10.0,25.3,0.7,Mint
62,46,32,22.3,67.1,6.9,6.1,25.1,0.8,Mint
66,30,54,19.4,63.5,6.8,7.2,23.5,0.8,Mint
72,29,31,19.3,77.8,6.9,7.7,27.4,1.5,Mint
64,23,46,25.9,65.9,7.0,6.9,24.6,1.8,Mint
60,46,53,24.6,62.6,6.7,8.4,24.0,1.1,Mint
94,48,46,24.4,77.5,6.6,8.9,26.0,0.7,Mint
63,35,38,20.3,72.1,6.9,9.7,19.5,1.3,Mint
93,33,58,19.6,70.3,6.3,8.9,25.3,1.1,Mint
71,34,50,22.9,63.4,6.4,9.5,24.0,1.9,Mint
67,38,52,25.9,76.9,6.0,6.0,22.8,1.5,Mint
80,38,42,24.0,78.8,6.8,6.7,27.2,0.7,Mint
65,21,49,19.3,62.4,6.6,9.7,24.6,1.9,Mint
76,27,40,22.5,61.3,6.1,7.0,21.0,0.8,Mint
68,44,53,23.1,62.6,6.9,5.7,20.8,1.3,Mint
61,49,33,25.8,81.0,6.6,9.0,24.9,1.6,Mint
81,21,55,18.7,65.4,6.6,5.6,22.7,1.4,Mint
82,27,60,24.2,80.6,6.6,5.2,25.8,1.9,Mint
85,50,45,22.6,65.2,6.5,7.9,18.7,1.2,Mint
84,41,51,21.2,69.7,6.9,7.8,21.0,1.0,Mint
70,23,43,22.1,84.6,7.0,7.3,26.2,1.2,Mint
100,41,35,19.9,84.8,6.2,9.9,21.9,0.9,Mint
71,29,42,24.6,63.2,6.0,5.3,26.6,1.9,Mint
85,24,60,18.4,74.3,6.1,7.1,24.7,0.7,Mint
85,24,53,18.6,70.3,6.8,5.1,22.8,1.6,Mint
90,45,36,22.8,66.2,6.5,9.7,19.1,0.5,Mint
94,26,57,18.9,62.6,6.3,6.9,18.5,1.0,Mint
70,25,50,24.3,71.5,6.4,6.6,21.5,1.3,Mint
80,32,31,21.6,78.9,6.6,7.0,23.3,0.8,Mint
71,44,40,23.7,73.8,6.5,8.6,28.0,0.5,Mint
91,45,56,19.4,62.9,6.7,7.1,24.5,1.3,Mint
91,33,43,18.3,64.0,6.6,8.5,23.0,1.8,Mint
85,45,47,24.6,72.7,6.9,6.7,24.6,1.5,Mint
75,46,34,22.5,79.1,6.1,9.1,23.6,1.4,Mint
92,26,54,25.3,70.6,6.2,9.0,26.0,0.6,Mint
71,34,35,18.1,80.2,6.8,8.3,24.8,0.6,Mint
91,35,42,25.7,80.6,6.4,8.5,21.9,1.1,Mint
67,36,40,19.5,76.6,6.5,8.2,22.7,0.9,Mint
88,27,38,24.6,83.6,6.4,7.7,23.2,0.8,Mint
68,21,43,18.7,66.3,6.2,9.3,24.9,1.6,Mint
76,28,59,25.1,75.7,6.7,7.7,25.7,0.8,Mint
99,22,53,24.7,62.9,6.4,9.2,23.5,0.5,Mint
70,28,52,18.6,70.6,6.2,5.4,22.1,0.7,Mint
99,22,35,22.9,72.3,6.9,5.1,23.7,1.2,Mint
63,28,59,18.1,60.7,6.1,6.2,24.6,1.7,Mint
94,47,31,23.9,64.3,6.5,8.8,19.0,1.9,Mint
92,45,39,20.6,72.0,6.3,9.0,24.9,0.7,Mint
67,45,41,24.2,75.1,6.5,5.7,18.1,1.3,Mint
89,31,44,19.1,71.5,6.2,9.1,20.7,1.3,Mint
80,40,37,20.4,79.1,6.3,7.5,22.2,1.3,Mint
88,21,52,25.3,73.9,6.8,7.0,23.6,1.5,Mint
83,23,55,22.8,80.6,6.0,6.5,25.4,1.3,Mint
96,43,44,24.3,69.1,6.7,9.1,22.3,1.4,Mint
99,26,52,22.8,82.3,6.4,7.6,26.9,1.6,Mint
84,32,33,25.2,75.0,6.8,8.2,24.9,0.9,Mint
94,40,48,23.9,60.4,6.5,6.6,27.4,1.2,Mint
91,24,51,19.0,80.7,6.9,6.3,21.7,1.0,Mint
68,22,44,25.7,79.9,6.8,6.4,25.2,0.8,Mint
79,50,54,18.1,76.9,6.8,8.5,23.8,1.0,Mint
98,43,48,18.2,63.1,6.9,9.0,19.2,1.5,Mint
72,50,38,25.6,69.8,7.0,5.4,25.2,1.8,Mint
71,24,31,23.5,64.8,6.5,6.3,24.8,1.1,Mint
78,35,42,18.1,63.0,6.6,8.8,22.0,1.1,Mint
69,39,52,24.9,74.8,6.0,8.0,24.4,1.0,Mint
74,45,37,25.8,68.7,6.9,5.8,21.8,1.3,Mint
88,43,53,22.2,61.2,6.5,9.6,23.3,0.8,Mint
94,29,31,19.4,70.5,6.2,7.1,20.6,0.8,Mint
67,30,37,24.5,80.2,6.4,5.4,22.2,1.6,Mint
72,43,32,23.7,65.5,7.0,5.9,21.5,1.7,Mint
62,40,33,21.1,70.2,6.4,7.9,21.2,0.6,Mint
99,24,30,21.2,77.1,6.9,9.6,23.7,1.8,Mint
82,29,51,24.0,75.5,6.9,6.7,24.1,0.6,Mint
94,24,54,22.9,61.3,6.1,8.3,24.7,1.2,Mint
100,49,38,24.4,68.0,6.6,7.6,18.8,1.2,Mint
90,25,38,24.0,69.3,6.3,6.8,18.5,0.7,Mint
82,31,49,20.0,60.8,6.3,7.6,27.7,1.9,Mint
83,27,31,25.3,76.0,6.4,9.8,22.3,1.3,Mint
70,43,56,21.7,76.7,6.5,7.5,22.3,1.3,Mint
70,20,47,21.9,68.4,6.2,7.8,24.3,2.0,Mint
71,35,32,25.8,78.7,6.5,7.6,27.4,1.2,Mint
79,34,30,22.8,84.1,6.7,8.3,24.2,0.6,Mint
64,35,39,24.4,64.7,6.7,9.4,25.3,1.6,Mint
73,40,54,22.5,81.3,6.2,8.7,23.5,0.6,Mint
61,29,45,18.0,79.0,6.1,9.1,28.0,1.2,Mint
100,21,43,23.9,80.5,6.1,8.7,27.1,1.6,Mint
87,39,35,25.1,78.8,6.5,5.9,18.7,1.2,Mint
72,36,49,19.0,68.3,6.9,6.6,22.9,0.8,Mint
65,28,40,22.3,73.7,6.7,7.6,27.4,1.3,Mint
95,39,31,20.4,76.8,7.0,8.0,22.1,1.6,Mint
100,40,49,23.3,65.8,6.5,7.1,26.2,0.7,Mint
68,34,50,21.0,60.4,6.0,7.9,24.3,2.0,Mint
83,49,36,26.0,80.2,6.7,5.1,27.5,0.7,Mint
95,27,53,22.5,83.8,6.3,9.4,24.7,1.5,Mint
85,22,47,23.0,63.3,6.8,6.0,23.0,1.0,Mint
92,25,55,20.8,68.0,6.5,8.5,19.7,0.9,Mint
86,42,35,19.3,62.5,6.1,6.6,25.7,0.8,Mint
78,28,54,18.6,82.6,6.2,5.0,19.1,1.2,Mint
90,38,49,21.7,64.0,6.3,6.0,18.6,1.5,Mint
91,29,38,19.1,84.3,6.6,8.9,20.6,2.0,Mint
79,23,31,19.8,79.0,6.3,8.6,20.1,1.4,Mint
77,41,46,19.2,82.4,6.2,5.1,26.3,1.7,Mint
88,23,44,20.0,83.3,7.0,7.2,18.2,1.0,Mint
89,34,38,23.3,78.0,6.8,9.0,26.1,1.4,Mint
90,47,37,22.8,64.6,6.1,7.3,19.7,0.8,Mint
64,36,42,25.4,80.0,6.2,8.3,25.9,1.6,Mint
66,27,42,19.1,66.4,6.9,8.7,22.3,1.6,Mint
80,30,30,23.9,78.2,6.0,5.8,25.0,1.8,Mint
74,49,36,21.9,74.5,6.7,6.7,27.6,0.5,Mint
92,23,37,18.8,74.0,6.3,10.0,24.1,2.0,Mint
78,49,46,21.0,68.2,6.9,6.1,23.2,1.5,Mint
76,32,52,24.2,82.9,6.1,5.8,19.1,1.6,Mint
85,24,46,22.3,63.1,6.1,9.2,18.8,1.6,Mint
62,20,49,19.1,80.8,6.3,6.3,27.4,1.5,Mint
68,38,43,23.5,81.1,7.0,6.6,27.8,1.1,Mint
66,34,38,20.4,66.1,6.4,8.5,22.6,1.6,Mint
68,38,53,18.2,68.7,6.1,5.1,21.0,1.1,Mint
72,46,49,21.5,82.0,6.8,5.2,26.4,0.7,Mint
89,50,49,23.2,72.0,6.7,6.6,21.7,1.1,Mint
89,35,40,24.0,72.2,6.9,9.7,27.8,1.9,Mint
67,41,40,19.3,60.1,7.0,6.5,22.2,0.5,Mint
96,29,59,25.5,69.2,6.6,5.6,19.2,0.6,Mint
70,45,46,19.4,60.0,6.4,5.2,18.4,1.6,Mint
89,26,54,19.6,84.5,6.3,6.5,27.0,0.9,Mint
94,22,43,19.2,77.4,6.8,8.1,24.1,1.7,Mint
96,40,45,18.5,78.1,6.9,8.0,24.8,1.1,Mint
72,46,47,23.2,76.2,6.8,8.2,21.3,1.5,Mint
76,45,60,18.5,82.9,6.8,5.6,26.1,0.7,Mint
93,41,49,18.8,64.8,6.0,9.3,21.3,0.7,Mint
71,34,46,20.1,80.2,6.8,5.1,25.0,1.3,Mint
71,28,36,24.2,70.9,6.1,7.1,22.6,1.5,Mint
97,20,36,20.6,77.7,6.0,5.3,26.2,0.6,Mint
83,25,40,23.7,64.7,6.2,7.3,26.4,1.7,Mint
88,50,52,24.5,79.0,6.2,7.1,19.9,0.8,Mint
89,48,43,21.6,72.3,6.9,6.9,24.1,0.9,Mint
89,22,35,19.8,80.4,6.1,8.2,23.6,1.7,Mint
87,34,57,23.2,76.2,6.6,6.4,23.0,1.3,Mint
81,22,51,20.0,68.7,6.5,6.8,20.8,1.3,Mint
61,20,45,24.4,68.9,6.2,5.7,23.8,1.6,Mint
71,48,36,24.5,67.7,6.9,5.2,21.7,1.2,Mint
95,24,52,20.5,62.1,6.4,9.8,26.9,1.5,Mint
91,21,56,24.0,82.2,6.5,9.3,25.4,1.4,Mint
88,21,50,18.1,65.9,6.7,9.3,19.6,1.4,Mint
78,44,44,22.0,72.2,6.8,5.1,19.2,0.7,Mint
95,45,42,20.8,66.8,6.6,5.6,19.8,2.0,Mint
97,29,37,25.7,76.0,6.5,8.0,21.7,0.8,Mint
96,48,33,25.1,61.3,6.7,7.1,20.7,0.8,Mint
76,29,41,19.0,61.7,6.0,8.7,26.6,1.7,Mint
77,24,39,22.6,67.1,6.2,7.0,26.8,1.4,Mint
93,46,51,24.5,65.8,6.2,7.1,21.3,0.7,Mint
94,23,41,24.3,80.4,6.3,6.9,24.3,0.6,Mint
83,35,35,22.1,69.6,6.2,10.0,22.0,0.9,Mint
61,42,44,22.3,67.7,6.6,6.3,23.6,0.5,Mint
61,30,33,20.1,78.5,6.6,5.9,25.9,0.9,Mint
65,26,35,19.8,72.7,6.0,7.7,26.1,0.5,Mint
69,42,51,25.1,83.7,6.9,8.1,22.4,0.6,Mint
94,37,46,23.9,60.6,6.6,8.8,21.7,1.7,Mint
73,21,34,18.0,74.6,6.6,8.6,26.3,1.4,Mint
98,37,43,18.7,62.1,6.6,5.5,22.6,1.1,Mint
97,21,36,19.7,62.9,6.9,5.1,25.4,1.6,Mint
66,43,52,19.2,76.5,6.5,5.9,18.9,0.5,Mint
93,29,35,25.2,67.9,6.1,7.3,23.0,1.6,Mint
60,40,58,25.0,71.1,6.2,5.2,24.3,1.0,Mint
82,39,51,21.2,73.6,6.8,6.8,21.3,0.7,Mint
87,32,34,24.1,77.3,6.1,5.4,22.7,0.9,Mint
77,46,45,23.0,80.6,6.7,7.2,22.4,1.3,Mint
63,44,49,22.2,82.4,6.8,6.9,21.0,1.9,Mint
98,23,55,25.5,63.2,6.6,8.3,26.7,0.8,Mint
82,40,33,19.1,79.6,6.0,8.2,25.9,1.5,Mint
79,43,60,23.2,73.4,6.6,5.5,21.1,0.8,Mint
78,39,49,21.5,62.9,6.3,9.0,22.0,0.8,Mint
99,28,47,21.3,66.1,6.6,6.3,18.3,0.8,Mint
62,23,57,19.8,83.4,6.8,7.1,25.5,1.1,Mint
90,34,53,19.3,67.1,6.1,9.6,20.9,1.0,Mint
71,41,38,24.5,78.3,6.7,8.6,25.3,1.9,Mint
66,31,48,20.2,76.3,6.8,7.8,21.1,0.6,Mint
77,40,40,21.5,61.0,6.6,7.1,23.5,1.3,Mint
88,46,53,24.9,73.5,6.7,8.2,26.7,1.1,Mint
66,35,40,18.7,73.1,6.1,5.7,23.5,1.3,Mint
66,40,45,24.2,72.2,7.0,8.6,19.9,1.6,Mint
77,50,30,20.1,84.3,6.9,5.6,27.9,0.8,Mint
86,26,47,19.0,61.2,6.7,9.7,18.7,1.8,Mint
66,41,33,23.3,65.5,6.8,8.1,27.8,1.6,Mint
64,46,54,18.4,70.5,6.2,6.5,23.3,1.4,Mint
98,46,49,21.7,66.0,6.5,9.5,23.2,0.9,Mint
65,46,35,22.7,76.1,6.1,8.7,22.7,1.8,Mint
88,40,34,23.6,83.8,6.4,7.4,25.4,0.8,Mint
92,46,31,19.0,80.1,6.5,5.9,24.1,0.8,Mint
73,28,53,20.3,60.7,6.7,9.9,20.7,1.4,Mint
88,48,38,25.1,62.9,7.0,8.4,19.7,1.6,Mint
89,42,44,18.5,81.6,6.1,7.3,27.5,1.7,Mint
88,33,46,19.1,71.4,6.8,7.3,27.0,0.5,Mint
79,25,37,20.7,65.3,6.3,6.1,19.7,1.8,Mint
75,39,37,20.9,64.5,6.3,5.1,21.3,1.8,Mint
67,25,35,20.4,74.9,6.1,7.2,19.9,1.7,Mint
60,34,43,23.6,82.3,6.8,9.2,18.9,2.0,Mint
65,48,43,24.2,60.5,6.9,7.2,26.4,1.3,Mint
61,37,42,22.1,78.2,6.9,7.2,25.2,1.9,Mint
63,26,43,24.8,63.1,6.6,6.6,23.1,0.7,Mint
91,30,42,19.9,66.4,7.0,7.5,22.3,1.5,Mint
74,24,34,23.0,70.6,6.4,6.8,18.5,0.6,Mint
77,45,31,18.7,78.2,6.4,5.4,18.1,1.7,Mint
83,32,50,20.3,68.5,6.4,9.1,18.4,1.7,Mint
97,30,37,18.7,77.5,6.2,6.0,26.8,1.6,Mint
67,24,42,25.7,80.5,6.4,7.0,24.3,2.0,Mint
67,49,42,20.9,81.4,6.5,6.9,25.5,0.7,Mint
90,48,54,18.9,72.8,6.5,6.5,25.3,1.7,Mint
63,34,45,19.8,61.8,6.4,6.5,24.6,0.6,Mint
94,48,52,22.6,76.8,7.0,8.5,24.9,1.2,Mint
91,31,60,19.0,61.5,6.2,9.7,27.1,0.8,Mint
84,31,44,20.9,65.5,6.8,7.5,26.9,1.9,Mint
77,29,52,20.4,70.4,6.1,6.6,24.0,0.7,Mint
87,40,55,23.7,71.7,6.1,7.1,22.1,1.5,Mint
83,21,46,19.2,78.4,6.4,6.7,21.5,1.5,Mint
80,26,51,18.7,62.8,6.9,9.3,23.6,1.3,Mint
80,23,55,18.9,76.0,6.8,7.3,23.9,0.9,Mint
78,23,40,25.2,67.9,6.8,9.6,22.8,1.3,Mint
93,25,45,18.7,75.9,6.9,7.5,26.7,1.9,Mint
78,34,55,22.7,83.4,6.0,9.9,27.4,1.5,Mint
68,36,55,23.8,83.8,6.1,8.0,25.4,1.5,Mint
85,31,60,24.6,80.2,6.9,6.7,27.0,1.2,Mint
94,28,35,18.0,75.6,6.2,5.0,20.2,1.4,Mint
95,48,51,18.6,72.8,6.7,8.9,20.9,0.8,Mint
95,34,33,25.7,64.0,6.1,9.0,21.8,2.0,Mint
65,31,50,18.2,71.0,6.3,5.5,18.3,1.1,Mint
97,38,48,19.1,75.9,6.8,5.5,22.9,1.9,Mint
81,41,42,19.2,81.5,6.9,7.6,19.3,0.9,Mint
66,37,37,21.1,67.7,6.3,8.1,27.1,1.1,Mint
61,33,31,24.0,75.9,6.5,8.9,23.5,1.4,Mint
100,43,42,24.6,63.7,6.3,8.0,23.3,1.8,Mint
63,23,52,19.5,78.3,6.9,8.2,22.8,0.6,Mint
81,46,41,20.6,77.7,6.4,7.5,21.3,1.8,Mint
82,27,60,23.4,74.9,6.5,9.9,20.5,1.9,Mint
94,48,31,23.7,68.7,6.8,5.3,21.1,1.2,Mint
78,21,40,25.1,75.1,7.0,8.8,21.4,0.9,Mint
75,35,39,24.5,84.3,6.1,7.0,22.3,1.3,Mint
63,23,34,18.8,61.4,6.2,9.4,20.0,0.8,Mint
99,34,50,19.5,70.5,6.9,5.9,18.4,1.4,Mint
78,31,40,21.7,66.3,6.0,7.2,26.4,1.4,Mint
100,24,39,23.1,64.0,6.4,5.3,26.7,1.9,Mint
93,20,30,24.9,74.0,6.5,9.6,25.9,0.9,Mint
80,20,33,21.6,75.3,6.3,9.0,21.1,0.8,Mint
62,44,37,19.6,71.8,6.6,9.5,24.2,1.2,Mint
70,28,38,19.3,64.0,6.6,6.0,20.0,1.1,Mint
81,23,53,24.0,81.7,6.2,8.8,25.4,1.3,Mint
71,39,43,20.9,65.5,6.6,9.3,23.3,1.5,Mint
82,21,52,18.1,64.9,6.1,6.1,23.3,1.1,Mint
77,24,46,25.6,61.6,7.0,8.1,27.3,1.1,Mint
99,32,59,19.1,65.3,6.2,8.2,22.8,0.9,Mint
100,28,35,21.6,61.1,6.6,9.5,18.8,1.2,Mint
89,50,43,23.6,60.6,6.5,6.4,26.5,1.3,Mint
98,50,38,24.0,64.4,6.5,7.1,24.1,1.0,Mint
93,33,36,21.6,60.7,6.6,5.4,21.2,0.6,Mint
83,41,44,23.0,78.7,6.8,6.5,26.7,0.6,Mint
81,30,47,21.4,68.2,6.2,8.4,19.1,0.9,Mint
76,48,35,21.1,83.6,6.3,6.2,24.6,1.5,Mint
100,22,59,24.9,69.4,6.6,6.6,22.3,1.7,Mint
95,47,47,20.9,70.2,6.6,6.9,27.5,1.2,Mint
70,33,52,24.5,74.9,7.0,9.7,19.1,1.1,Mint
79,43,36,20.9,84.3,6.3,9.0,24.1,0.9,Mint
70,39,47,23.0,84.0,7.0,9.3,22.0,1.6,Mint
95,30,33,22.0,82.0,6.7,6.1,26.9,1.0,Mint
69,49,57,20.8,62.8,6.2,9.0,19.6,1.0,Mint
96,59,66,18.9,67.4,6.3,8.8,21.8,1.3,Spinach
112,33,45,16.0,54.4,6.8,8.6,20.9,1.7,Spinach
103,52,54,19.6,59.9,6.6,6.2,27.2,1.4,Spinach
129,33,56,19.8,51.0,6.6,9.4,23.6,0.6,Spinach
93,44,46,20.8,65.8,6.2,9.3,25.0,1.4,Spinach
99,59,61,17.7,68.6,7.1,8.5,22.8,0.7,Spinach
104,44,79,18.1,50.2,6.3,10.0,27.0,1.7,Spinach
107,53,46,19.4,51.9,7.3,8.4,25.1,1.3,Spinach
120,58,49,22.0,53.8,6.3,8.1,19.2,1.5,Spinach
117,58,53,17.5,63.1,7.3,8.5,22.9,1.6,Spinach
127,34,44,18.2,59.4,6.5,8.7,19.6,0.7,Spinach
113,40,46,19.0,69.6,6.2,9.0,23.3,1.3,Spinach
105,44,77,17.0,50.7,7.3,5.8,26.5,1.1,Spinach
109,41,80,20.0,64.0,6.9,5.1,25.4,1.8,Spinach
108,36,79,20.3,62.0,6.6,9.0,26.9,1.7,Spinach
110,53,70,16.0,53.5,6.4,6.0,19.6,1.0,Spinach
93,48,51,15.6,52.3,6.9,7.2,24.9,1.9,Spinach
121,45,55,20.0,64.2,6.4,5.1,22.4,1.6,Spinach
102,44,79,19.9,60.5,6.8,6.8,21.5,1.4,Spinach
114,39,54,17.8,67.1,6.7,9.5,22.4,1.9,Spinach
105,59,62,17.0,55.3,6.5,6.7,21.5,1.4,Spinach
97,58,63,16.3,59.5,6.1,6.7,26.2,1.2,Spinach
105,50,50,16.6,51.9,6.5,9.2,22.3,1.0,Spinach
121,48,43,15.1,63.1,6.9,7.2,21.1,1.2,Spinach
93,38,42,21.6,68.4,6.3,8.2,24.7,1.9,Spinach
94,31,77,21.1,51.2,7.1,7.2,18.3,1.8,Spinach
97,30,76,16.6,69.4,6.9,7.4,22.0,0.9,Spinach
103,31,68,20.1,65.4,7.0,5.6,26.0,0.5,Spinach
111,53,54,21.5,52.1,6.6,8.2,24.3,1.4,Spinach
99,52,46,17.3,67.6,6.5,7.3,23.6,1.4,Spinach
94,55,43,18.2,61.0,6.2,8.9,21.1,0.9,Spinach
130,35,65,21.8,66.0,6.5,5.8,19.0,1.2,Spinach
121,34,66,21.9,62.2,6.4,6.6,25.7,1.6,Spinach
97,39,47,19.8,63.5,6.6,9.4,18.5,1.3,Spinach
129,34,72,17.8,67.8,6.6,8.3,21.1,1.0,Spinach
113,44,45,20.3,63.8,6.4,5.2,24.1,2.0,Spinach
110,35,76,15.4,59.4,6.9,9.1,21.1,1.3,Spinach
124,59,47,19.7,51.0,6.7,10.0,23.7,1.7,Spinach
100,30,46,21.7,63.4,7.1,8.6,26.9,1.2,Spinach
103,51,58,18.5,54.7,7.0,8.8,27.5,0.6,Spinach
113,51,68,19.4,59.7,7.2,6.6,26.3,1.8,Spinach
122,55,62,18.9,51.9,7.1,9.9,21.4,0.8,Spinach
102,40,57,18.3,52.1,6.8,7.6,21.5,0.5,Spinach
115,41,56,15.4,67.8,7.4,7.2,27.3,0.9,Spinach
91,38,59,15.7,54.3,6.5,7.8,26.5,1.9,Spinach
107,55,58,20.8,63.1,6.6,8.9,22.1,1.8,Spinach
99,48,47,20.0,59.6,6.4,6.4,18.2,0.8,Spinach
96,40,44,17.3,50.7,7.1,8.2,18.1,1.9,Spinach
126,51,72,19.6,67.5,6.7,5.8,24.2,0.9,Spinach
108,38,67,21.0,62.4,7.3,8.2,22.9,1.7,Spinach
106,37,78,15.3,64.0,6.3,7.8,22.6,1.9,Spinach
123,37,78,20.0,51.2,6.2,9.3,24.4,1.6,Spinach
103,55,48,21.7,66.9,6.4,8.2,18.7,0.5,Spinach
121,30,62,15.1,67.8,6.7,7.6,24.2,1.1,Spinach
92,35,48,20.4,56.3,6.8,6.3,20.6,1.0,Spinach
117,59,62,19.1,62.1,7.2,6.7,20.8,1.3,Spinach
112,37,51,18.7,57.9,6.2,5.5,21.0,1.1,Spinach
103,40,58,17.9,55.3,6.8,8.7,22.0,0.5,Spinach
112,46,65,15.2,53.4,7.2,5.1,24.3,1.5,Spinach
112,49,57,17.0,61.2,6.4,9.2,23.3,1.2,Spinach
110,55,55,16.8,56.6,7.0,9.1,25.2,1.8,Spinach
98,33,65,21.2,51.6,6.5,8.1,21.3,0.5,Spinach
112,57,71,19.4,68.4,6.3,7.3,20.6,0.8,Spinach
103,33,48,18.9,55.6,6.4,8.2,18.2,1.8,Spinach
116,47,55,17.4,59.6,7.0,5.3,27.0,0.9,Spinach
117,38,45,21.9,62.6,7.3,6.4,18.5,0.6,Spinach
121,58,75,19.2,54.3,6.7,9.3,26.9,0.9,Spinach
113,31,40,19.5,56.4,6.3,6.2,19.3,0.8,Spinach
125,41,60,21.0,64.5,6.1,8.6,26.4,1.2,Spinach
130,33,59,21.7,63.3,6.7,8.3,19.3,1.5,Spinach
114,49,74,17.7,58.3,7.1,9.1,24.7,0.9,Spinach
97,50,60,16.2,66.3,6.9,9.0,22.8,0.6,Spinach
120,34,51,20.1,59.4,7.3,6.1,27.5,1.3,Spinach
94,47,48,16.9,56.4,7.2,9.3,18.6,1.6,Spinach
116,36,69,20.6,52.1,6.7,9.6,27.1,1.3,Spinach
109,39,72,17.7,69.4,6.8,8.0,27.3,1.6,Spinach
120,48,64,18.8,58.8,6.3,7.9,24.7,1.8,Spinach
91,30,69,20.7,67.8,6.6,9.9,27.5,1.2,Spinach
93,30,64,19.6,56.5,6.5,5.8,24.4,1.3,Spinach
94,41,48,16.0,67.9,7.4,7.8,23.2,1.1,Spinach
96,43,55,21.4,61.7,6.1,6.5,27.6,0.8,Spinach
90,59,59,20.0,66.1,6.7,5.9,22.8,1.4,Spinach
98,48,42,19.3,58.9,6.8,5.7,20.6,0.5,Spinach
124,57,51,17.1,66.3,6.5,9.9,19.1,1.8,Spinach
110,51,60,19.7,59.6,6.8,6.5,20.8,1.6,Spinach
108,32,80,20.9,54.3,6.6,5.6,25.6,1.4,Spinach
108,53,52,20.6,64.4,7.4,9.1,27.9,0.7,Spinach
126,57,65,20.4,66.6,7.1,9.6,23.8,0.9,Spinach
128,57,49,16.1,66.8,6.3,8.5,19.8,1.9,Spinach
105,48,58,18.2,69.7,6.0,6.2,27.7,1.8,Spinach
115,40,63,17.2,60.5,6.9,5.3,24.8,1.1,Spinach
128,58,48,20.7,60.1,6.7,8.1,18.3,0.7,Spinach
104,53,80,17.6,69.7,6.0,6.8,19.7,1.7,Spinach
125,52,76,20.2,63.1,6.5,5.3,19.7,1.0,Spinach
100,53,71,21.8,54.7,6.4,9.1,21.3,1.3,Spinach
120,44,54,16.3,62.2,6.3,6.0,25.6,1.8,Spinach
126,55,42,20.5,59.6,6.6,6.6,26.3,0.7,Spinach
110,48,66,16.3,64.3,6.8,6.4,22.0,1.7,Spinach
123,46,69,15.2,70.0,7.1,6.2,25.2,1.9,Spinach
118,47,50,18.1,65.2,6.5,5.4,27.5,1.0,Spinach
93,34,45,16.6,65.9,6.2,9.9,18.5,1.2,Spinach
128,59,48,18.4,51.9,6.1,5.9,18.4,1.5,Spinach
108,32,65,21.9,53.5,6.8,9.7,24.0,1.8,Spinach
98,46,57,20.1,51.0,6.8,8.6,26.8,0.6,Spinach
120,34,53,19.0,66.7,7.0,8.1,26.0,1.7,Spinach
111,34,66,20.5,50.9,6.1,5.5,21.5,0.6,Spinach
116,51,74,20.1,69.4,7.4,6.0,27.6,1.0,Spinach
