N,P,K,temperature,humidity,ph,rainfall,health
70,133,102,10.9,57.6,5.1,32.5,Dangerous
80,44,174,40.8,93.3,5.7,253.2,Dangerous
92,132,194,40.2,27.6,8.6,167.7,Dangerous
28,124,20,14.2,64.8,4.3,146.0,Dangerous
105,75,130,27.3,42.1,7.6,239.4,Warning
132,135,175,39.1,25.8,6.0,23.1,Dangerous
97,12,169,32.5,45.8,8.6,132.4,Dangerous
111,48,80,26.6,22.7,7.1,105.1,Warning
60,65,101,13.4,92.5,9.0,132.4,Dangerous
3,135,125,30.2,47.8,7.7,53.0,Warning
98,99,189,11.9,68.0,4.7,271.3,Dangerous
119,130,62,28.4,66.6,7.7,273.0,Warning
107,18,6,37.2,61.7,7.2,174.9,Warning
109,104,56,27.0,32.9,7.0,103.7,Warning
109,126,154,42.0,76.3,4.3,86.3,Dangerous
34,10,182,26.0,64.4,5.6,154.0,Warning
102,95,126,44.0,72.5,8.0,273.4,Dangerous
76,129,93,38.2,38.9,4.1,226.7,Dangerous
6,77,173,36.0,53.3,5.0,296.1,Dangerous
55,1,89,20.0,41.0,5.4,154.5,Dangerous
66,108,35,33.6,38.4,7.0,58.7,Warning
137,116,13,38.8,47.0,7.9,273.8,Dangerous
80,34,5,20.5,35.1,8.7,209.0,Dangerous
40,140,104,42.0,34.5,4.3,267.2,Dangerous
35,7,28,20.2,59.7,7.5,238.3,Warning
41,47,203,10.7,20.5,6.4,194.9,Dangerous
68,39,24,35.1,74.1,7.7,64.6,Warning
29,92,48,11.4,69.4,7.8,96.9,Dangerous
65,103,152,25.0,23.4,4.8,80.3,Dangerous
43,93,51,43.3,86.5,4.5,200.6,Dangerous
129,125,181,18.9,37.5,6.8,197.1,Warning
15,51,199,32.3,98.5,5.2,125.6,Dangerous
120,24,44,42.6,88.2,5.5,114.7,Dangerous
40,68,41,39.9,52.7,4.6,127.6,Dangerous
25,116,25,12.0,72.5,6.7,58.0,Dangerous
56,60,190,14.0,51.4,4.0,266.4,Dangerous
19,77,117,36.0,47.1,8.0,171.8,Warning
58,79,66,22.7,47.2,5.1,89.0,Dangerous
67,6,161,11.4,52.3,5.2,185.2,Dangerous
70,115,134,44.0,84.5,6.6,26.3,Dangerous
114,66,26,17.6,39.8,6.0,68.8,Warning
92,72,130,23.5,93.9,6.2,246.3,Healthy
72,131,113,33.7,51.8,8.3,44.2,Dangerous
118,99,85,33.0,74.2,7.8,175.4,Warning
45,122,106,25.6,82.9,8.2,235.9,Dangerous
104,85,153,42.6,36.7,7.0,72.2,Dangerous
26,93,102,39.7,26.4,4.5,141.8,Dangerous
103,66,170,17.6,26.9,8.4,21.6,Dangerous
33,83,193,23.2,53.7,7.0,126.3,Warning
51,54,132,41.2,62.1,5.6,256.8,Dangerous
105,11,43,14.8,99.5,7.5,161.9,Dangerous
77,38,102,37.2,26.4,8.3,269.1,Dangerous
37,144,27,29.2,24.6,6.3,180.5,Warning
49,57,9,34.8,53.4,5.2,123.4,Dangerous
23,143,146,44.9,70.2,7.4,80.9,Dangerous
37,119,52,40.3,45.8,8.1,249.1,Dangerous
33,127,29,41.9,85.0,7.6,224.7,Dangerous
22,32,202,37.2,25.9,4.0,100.2,Dangerous
119,123,197,19.1,50.7,5.1,143.2,Dangerous
9,18,152,14.4,35.9,6.8,170.9,Dangerous
68,63,121,44.4,28.1,8.4,121.8,Dangerous
69,106,90,36.1,30.6,6.9,47.7,Warning
100,83,100,39.9,48.5,6.8,201.5,Dangerous
126,68,156,13.7,43.6,5.2,41.0,Dangerous
139,3,134,10.1,99.8,5.4,253.0,Dangerous
54,103,15,22.9,46.1,4.5,219.8,Dangerous
125,29,188,10.8,95.7,9.0,69.3,Dangerous
72,48,176,29.6,76.9,5.2,75.6,Dangerous
105,65,171,31.9,56.9,9.0,27.9,Dangerous
107,47,197,44.0,59.0,4.9,201.6,Dangerous
78,65,153,26.9,30.1,6.3,39.4,Warning
47,101,129,36.8,64.1,7.1,71.2,Warning
15,38,47,44.7,26.6,5.0,240.3,Dangerous
63,69,42,27.2,72.8,6.8,28.9,Healthy
134,130,100,24.9,58.2,7.9,157.8,Warning
15,120,72,37.6,65.0,7.1,226.9,Warning
131,34,126,29.4,97.8,8.9,77.0,Dangerous
67,34,81,40.3,44.0,8.9,46.3,Dangerous
47,81,180,39.0,75.8,8.2,275.8,Dangerous
36,120,198,29.8,69.2,7.7,229.2,Warning
30,26,46,37.5,70.9,7.2,33.7,Warning
111,9,38,44.2,40.6,5.1,44.2,Dangerous
43,129,93,29.1,22.0,5.3,140.4,Dangerous
120,47,127,27.7,50.6,6.3,212.7,Healthy
64,62,44,20.3,83.8,6.5,24.5,Healthy
16,54,60,38.1,50.8,5.9,123.6,Dangerous
99,5,48,22.2,63.7,6.7,92.7,Warning
59,74,117,39.8,74.7,8.7,61.2,Dangerous
21,114,83,35.0,61.1,5.5,177.8,Warning
10,35,131,26.3,22.7,6.8,92.6,Warning
58,36,106,31.6,23.7,7.6,124.4,Warning
64,81,95,33.7,25.7,5.2,290.4,Dangerous
69,111,203,36.8,59.0,7.8,63.6,Warning
125,7,153,12.4,24.8,8.0,177.3,Dangerous
81,143,14,13.6,35.5,5.2,295.5,Dangerous
23,109,171,38.3,51.4,8.1,110.8,Dangerous
71,28,7,20.2,58.1,7.8,264.6,Warning
24,59,148,23.1,62.1,6.3,247.7,Warning
29,68,204,35.6,79.6,7.6,203.4,Warning
16,20,71,15.5,74.5,8.4,293.9,Dangerous
73,143,48,18.5,27.4,8.0,227.8,Warning
140,4,150,16.8,65.0,4.0,131.8,Dangerous
82,89,154,14.1,46.1,5.8,51.6,Dangerous
112,120,176,24.9,70.0,8.2,298.9,Dangerous
69,8,33,40.5,38.6,6.6,73.6,Dangerous
43,18,48,41.4,30.0,4.0,250.7,Dangerous
131,142,16,14.2,56.1,4.1,252.2,Dangerous
126,120,4,21.3,38.7,8.3,74.3,Dangerous
105,94,14,31.4,37.9,4.6,104.7,Dangerous
2,74,35,10.3,51.3,5.9,142.5,Dangerous
61,94,152,18.2,38.9,5.0,193.1,Dangerous
61,98,57,16.6,36.6,8.0,105.3,Warning
118,74,71,35.8,29.8,7.6,132.9,Warning
70,17,62,23.7,30.5,7.9,249.2,Warning
44,15,1,34.6,72.3,8.7,219.4,Dangerous
58,9,102,15.9,34.2,8.0,65.7,Warning
45,19,71,15.9,78.9,7.4,215.4,Warning
55,39,85,30.1,72.3,6.3,179.6,Warning
74,96,48,44.6,36.3,6.5,32.3,Dangerous
37,49,190,19.1,27.3,5.9,203.9,Warning
94,109,198,19.1,24.8,7.4,148.1,Warning
126,139,111,26.0,51.1,7.6,230.9,Warning
31,1,142,26.3,20.7,5.4,133.4,Dangerous
0,124,83,14.2,74.6,4.8,240.3,Dangerous
109,51,87,31.8,30.5,8.6,220.7,Dangerous
111,11,183,18.9,59.1,5.2,186.7,Dangerous
90,2,138,36.1,63.7,6.9,179.3,Warning
12,145,47,27.0,49.5,6.2,65.0,Warning
28,29,29,33.1,47.2,4.0,83.5,Dangerous
56,5,6,28.1,51.0,6.3,224.8,Warning
0,28,111,17.8,47.6,6.3,125.8,Warning
96,134,198,24.0,40.6,6.8,78.7,Warning
83,106,26,21.8,66.4,5.8,165.7,Warning
139,80,119,13.8,30.2,6.6,145.4,Dangerous
17,56,156,13.0,99.9,5.4,156.7,Dangerous
76,101,7,30.5,25.3,6.8,247.5,Warning
4,111,141,29.1,88.1,6.4,25.9,Warning
39,20,0,43.3,70.2,7.3,248.5,Dangerous
58,49,64,19.2,83.3,6.6,99.9,Warning
16,114,104,36.3,85.0,4.2,194.4,Dangerous
9,57,29,28.9,31.7,4.8,169.0,Dangerous
20,52,34,32.0,28.9,4.9,274.5,Dangerous
39,119,128,14.0,31.2,4.7,134.1,Dangerous
139,82,50,11.9,64.5,8.2,96.2,Dangerous
121,48,92,23.7,79.3,5.3,156.1,Dangerous
62,26,148,34.0,38.4,5.3,248.8,Dangerous
75,39,42,41.5,35.4,8.8,125.4,Dangerous
19,52,48,40.2,60.7,4.7,165.9,Dangerous
48,24,31,10.8,31.4,6.2,143.1,Dangerous
54,79,21,40.8,59.4,5.0,158.7,Dangerous
100,21,30,16.4,35.1,6.6,198.0,Warning
119,75,182,35.6,78.8,5.8,278.9,Warning
119,100,149,43.0,27.0,4.0,148.6,Dangerous
5,102,87,36.0,96.4,5.9,118.4,Warning
125,123,113,42.2,88.2,4.6,89.8,Dangerous
114,74,139,19.7,96.7,8.4,258.4,Dangerous
30,6,35,35.7,63.9,7.8,65.4,Warning
76,38,116,41.1,84.3,4.1,223.3,Dangerous
117,119,90,33.4,62.0,4.1,130.4,Dangerous
105,59,109,32.1,95.3,5.1,93.9,Dangerous
136,134,122,12.1,28.7,5.5,206.6,Dangerous
9,116,109,12.6,57.7,5.5,48.2,Dangerous
66,46,57,36.4,44.7,8.2,196.6,Dangerous
88,48,50,38.7,34.3,6.7,266.4,Dangerous
6,0,174,18.2,35.3,7.7,83.3,Warning
139,8,151,32.9,49.1,7.6,115.1,Warning
129,72,54,30.5,60.4,5.3,142.0,Dangerous
8,68,95,10.9,90.0,6.5,119.5,Dangerous
78,139,48,27.6,61.7,5.8,100.9,Warning
38,45,154,34.2,93.7,5.2,244.0,Dangerous
68,96,163,20.8,34.9,7.3,37.1,Warning
49,129,15,13.7,64.3,8.6,157.0,Dangerous
6,145,141,11.5,79.4,5.5,30.2,Dangerous
111,138,94,32.2,85.3,4.8,280.5,Dangerous
137,93,111,36.4,64.2,8.9,37.5,Dangerous
126,90,161,26.4,75.8,8.5,57.5,Dangerous
125,80,155,11.9,66.6,4.1,157.1,Dangerous
0,137,127,25.5,32.8,6.0,266.0,Warning
79,119,131,23.2,78.1,5.4,168.0,Dangerous
91,137,57,28.0,77.7,4.3,86.7,Dangerous
140,55,172,22.5,30.4,6.9,173.6,Warning
62,63,10,14.8,89.9,6.7,230.6,Dangerous
32,14,40,20.7,54.5,6.8,285.5,Warning
40,131,42,25.5,43.7,5.3,152.1,Dangerous
130,19,183,16.3,83.7,4.0,259.7,Dangerous
132,98,128,32.1,37.5,4.9,195.8,Dangerous
86,140,105,13.3,90.7,7.9,78.0,Dangerous
101,20,39,41.5,66.8,5.2,58.6,Dangerous
78,57,123,40.2,35.9,6.4,229.2,Dangerous
91,31,117,40.3,56.5,6.6,96.7,Dangerous
47,109,105,35.5,87.4,8.6,103.9,Dangerous
67,47,148,25.3,49.7,7.2,63.7,Warning
62,144,87,31.5,78.6,7.3,87.7,Warning
34,124,54,17.8,78.0,4.5,272.2,Dangerous
116,117,49,14.1,72.9,8.9,161.1,Dangerous
99,19,139,41.4,47.7,7.5,278.1,Dangerous
21,121,176,11.4,30.1,4.5,67.3,Dangerous
85,119,203,16.6,71.5,8.1,248.2,Dangerous
31,133,60,23.4,80.6,5.9,181.7,Warning
46,126,72,36.3,39.2,6.9,145.0,Warning
29,120,18,25.1,69.2,8.7,44.3,Dangerous
98,106,113,12.5,83.5,8.6,37.1,Dangerous
87,9,43,13.7,45.7,4.1,230.4,Dangerous
74,62,128,29.8,48.9,4.5,82.1,Dangerous
107,98,149,21.6,39.7,4.7,236.7,Dangerous
88,12,64,26.7,38.3,6.6,294.5,Warning
110,7,119,21.7,86.0,4.6,67.9,Dangerous
24,31,138,42.2,34.9,6.6,29.6,Dangerous
36,145,47,41.9,78.2,6.7,202.7,Dangerous
81,4,9,40.9,24.2,7.4,274.9,Dangerous
24,124,205,26.6,76.6,8.5,297.9,Dangerous
95,15,43,31.1,80.4,7.3,155.2,Warning
97,144,70,29.3,72.3,8.2,205.3,Dangerous
51,45,27,30.5,47.7,8.5,157.5,Dangerous
117,79,75,13.3,61.7,7.5,152.4,Dangerous
6,19,112,22.3,88.9,5.7,27.8,Warning
11,27,171,29.6,21.3,8.5,158.1,Dangerous
84,47,134,28.5,54.9,7.5,49.5,Healthy
33,80,126,29.5,20.1,5.2,176.1,Dangerous
89,79,128,38.3,80.0,6.8,167.8,Dangerous
34,117,64,11.6,71.5,4.4,65.2,Dangerous
28,98,141,42.6,64.2,8.3,184.9,Dangerous
42,78,113,24.6,27.2,4.7,131.6,Dangerous
82,46,181,33.2,53.8,8.3,195.1,Dangerous
75,99,182,31.9,98.1,8.0,75.6,Warning
7,17,192,42.7,28.8,5.9,78.5,Dangerous
42,102,128,12.8,58.0,6.5,156.7,Dangerous
23,71,80,40.6,49.2,7.4,172.1,Dangerous
0,103,194,10.7,96.9,5.8,265.7,Dangerous
139,16,121,27.9,43.8,7.9,59.7,Warning
118,47,112,19.9,67.5,6.6,62.2,Warning
70,134,128,24.3,45.4,8.2,192.1,Dangerous
103,117,185,14.7,47.6,8.3,130.4,Dangerous
137,102,53,16.6,23.0,4.7,74.9,Dangerous
8,113,151,23.9,27.7,8.1,26.1,Dangerous
70,14,96,37.3,41.4,5.1,246.5,Dangerous
28,101,155,41.8,49.4,4.5,289.8,Dangerous
8,98,170,22.4,38.5,5.6,116.8,Warning
47,83,100,32.8,34.3,5.9,66.8,Warning
124,69,199,37.5,35.1,5.9,236.0,Warning
29,99,45,10.1,32.7,7.5,248.4,Dangerous
22,8,77,16.0,55.1,7.0,264.7,Warning
34,58,161,26.3,23.3,6.4,256.5,Warning
66,55,91,29.5,38.1,5.0,105.2,Dangerous
21,144,188,24.6,75.3,4.4,51.0,Dangerous
14,128,176,26.5,81.3,6.7,203.3,Warning
101,129,122,35.9,66.6,4.2,103.5,Dangerous
136,26,106,32.5,94.1,7.1,211.8,Warning
106,70,113,28.7,82.9,5.4,113.4,Dangerous
84,125,93,23.1,45.0,4.6,106.4,Dangerous
12,62,74,27.0,77.7,7.7,164.9,Warning
120,66,133,29.7,35.0,7.6,109.9,Warning
69,109,28,43.5,47.4,5.6,71.7,Dangerous
11,75,71,26.0,74.0,7.1,196.5,Warning
2,0,87,15.6,55.0,6.6,123.7,Warning
96,129,12,35.4,48.3,8.7,296.4,Dangerous
77,142,68,26.3,75.3,4.8,104.7,Dangerous
79,121,97,38.1,22.9,8.2,281.4,Dangerous
75,137,184,21.6,81.3,4.2,212.2,Dangerous
106,66,168,10.8,42.9,5.4,134.6,Dangerous
32,60,27,16.4,71.6,7.2,96.7,Warning
22,138,72,26.6,26.6,6.7,217.5,Warning
56,65,114,43.3,84.2,4.5,145.7,Dangerous
10,77,11,44.9,45.5,5.0,57.0,Dangerous
99,97,84,43.6,91.8,8.3,190.5,Dangerous
94,59,139,10.9,76.2,7.0,23.7,Dangerous
51,20,193,42.6,56.4,6.6,139.0,Dangerous
93,70,123,42.9,96.3,6.1,154.5,Dangerous
123,12,169,39.6,53.7,7.9,241.5,Dangerous
89,118,63,34.5,91.4,5.4,123.3,Dangerous
47,141,138,41.4,31.7,6.3,99.5,Dangerous
125,93,93,39.1,32.4,6.8,238.7,Dangerous
116,86,24,23.5,54.3,6.0,240.9,Warning
51,83,42,24.4,27.0,5.8,138.5,Warning
86,7,120,12.6,95.1,5.0,77.2,Dangerous
62,14,197,21.1,23.4,6.1,184.8,Warning
97,51,201,21.1,80.5,5.4,152.9,Dangerous
53,94,62,21.5,22.2,4.1,194.3,Dangerous
3,79,157,25.2,74.9,5.0,215.7,Dangerous
82,33,192,18.6,29.7,8.7,28.9,Dangerous
99,26,57,40.8,36.2,8.2,56.8,Dangerous
82,18,178,33.1,73.7,5.8,147.8,Warning
41,57,146,32.6,44.5,7.9,134.7,Warning
90,108,126,33.4,92.9,4.5,254.1,Dangerous
14,41,143,41.8,57.9,5.2,289.5,Dangerous
82,50,128,36.6,43.5,5.0,101.7,Dangerous
76,59,91,16.1,69.9,7.4,110.8,Warning
100,118,140,40.1,67.0,8.6,54.7,Dangerous
51,52,128,13.8,27.5,5.2,288.5,Dangerous
33,9,12,26.0,98.0,8.0,136.6,Warning
12,143,28,43.4,98.7,7.0,238.5,Dangerous
8,59,184,44.9,80.5,7.1,261.5,Dangerous
101,66,98,16.1,23.8,8.4,66.4,Dangerous
33,97,127,34.0,24.1,4.8,218.3,Dangerous
118,31,121,19.5,56.9,4.4,235.9,Dangerous
16,123,20,10.3,62.8,8.5,193.1,Dangerous
59,136,124,39.4,62.9,7.4,200.9,Dangerous
91,81,193,39.2,49.8,8.7,62.7,Dangerous
50,54,181,17.4,27.1,5.9,144.2,Warning
112,49,0,32.7,41.3,8.8,149.2,Dangerous
98,13,136,22.7,78.5,8.8,94.4,Dangerous
13,137,84,28.5,55.3,5.1,108.4,Dangerous
43,101,15,33.5,45.4,8.9,72.4,Dangerous
34,117,50,11.3,63.2,7.5,75.9,Dangerous
124,144,138,34.4,21.4,5.9,171.9,Warning
101,31,116,44.5,72.1,5.8,278.4,Dangerous
107,60,32,11.0,70.7,7.2,186.9,Dangerous
2,31,92,34.0,73.1,5.8,123.3,Warning
95,8,54,44.5,41.3,5.0,170.1,Dangerous
124,47,161,15.0,55.8,6.2,197.0,Warning
105,139,84,31.8,85.7,7.3,140.8,Warning
66,78,138,39.9,25.4,6.5,143.5,Dangerous
57,45,139,12.4,80.7,4.3,298.8,Dangerous
7,61,0,11.0,86.6,5.6,287.0,Dangerous
122,20,97,38.2,44.3,8.9,211.6,Dangerous
122,45,128,17.0,71.0,5.5,137.6,Warning
47,81,203,40.2,37.3,4.5,136.1,Dangerous
122,73,48,41.3,90.3,5.8,126.0,Dangerous
47,44,146,23.6,31.5,8.3,156.1,Dangerous
75,42,173,13.1,67.8,5.0,276.8,Dangerous
85,127,186,13.2,68.0,6.8,247.1,Dangerous
35,2,202,23.1,71.9,6.1,95.2,Warning
107,32,68,38.4,72.8,4.9,172.5,Dangerous
99,43,203,15.4,91.4,8.1,23.7,Dangerous
115,119,70,33.5,56.3,5.0,69.9,Dangerous
76,120,117,13.1,91.4,6.8,158.8,Dangerous
109,67,179,25.9,80.5,5.2,202.0,Dangerous
134,71,179,13.3,20.0,6.6,271.0,Dangerous
62,129,98,39.6,70.9,4.5,252.5,Dangerous
107,67,151,10.4,40.0,7.7,191.2,Dangerous
18,70,71,14.7,48.3,5.7,235.9,Dangerous
41,83,17,43.1,36.1,6.7,265.9,Dangerous
85,10,183,27.7,33.8,8.6,143.6,Dangerous
39,29,190,21.8,82.4,4.0,222.0,Dangerous
9,111,163,43.6,78.4,8.2,101.5,Dangerous
53,97,55,35.5,90.9,8.3,178.3,Dangerous
92,8,108,13.6,73.4,5.0,192.5,Dangerous
49,68,39,33.3,65.6,8.7,85.2,Dangerous
15,45,135,33.0,45.4,4.0,285.0,Dangerous
62,78,42,38.1,28.3,5.5,248.7,Dangerous
5,48,61,24.8,75.4,7.9,95.4,Warning
95,2,30,20.6,57.1,8.3,249.0,Dangerous
109,84,21,18.7,25.7,6.4,46.0,Warning
92,85,41,32.7,83.4,8.5,66.4,Dangerous
24,5,29,25.6,56.0,5.1,122.9,Dangerous
9,29,33,38.6,43.7,8.8,233.9,Dangerous
98,38,60,23.7,48.9,5.2,214.7,Dangerous
133,70,46,44.2,70.8,6.3,138.4,Dangerous
11,42,71,11.8,99.2,7.5,62.3,Dangerous
55,124,156,18.2,78.0,5.8,246.8,Warning
125,139,203,43.1,31.3,5.6,253.9,Dangerous
88,69,157,32.2,40.9,4.1,131.3,Dangerous
103,117,145,33.0,40.6,7.0,153.7,Warning
83,76,80,40.7,28.1,4.8,57.9,Dangerous
69,35,146,18.3,34.4,4.9,232.9,Dangerous
71,136,91,33.8,38.9,5.7,104.2,Warning
116,73,86,17.0,24.4,7.8,115.9,Warning
61,47,181,21.9,67.7,7.1,223.6,Healthy
103,29,131,40.5,93.3,8.6,145.9,Dangerous
48,87,173,11.4,54.3,6.6,53.0,Dangerous
33,115,126,34.3,85.9,4.3,44.1,Dangerous
131,69,52,43.4,27.9,6.9,296.4,Dangerous
139,16,49,40.5,96.4,5.0,266.1,Dangerous
51,71,107,35.6,41.5,8.5,150.6,Dangerous
46,77,71,17.3,85.7,6.9,53.8,Warning
0,54,199,10.4,36.1,5.2,86.4,Dangerous
91,12,2,33.5,47.4,4.5,161.1,Dangerous
111,131,166,12.4,41.2,4.3,283.1,Dangerous
10,126,51,22.8,21.7,5.0,93.1,Dangerous
59,134,76,17.2,25.7,8.1,50.1,Dangerous
112,108,160,38.8,73.6,5.2,53.1,Dangerous
72,74,154,28.6,72.9,4.0,214.2,Dangerous
65,126,1,24.6,67.7,6.3,133.0,Warning
76,90,37,16.4,78.0,5.0,270.5,Dangerous
45,58,53,31.2,98.7,7.9,196.3,Warning
47,66,40,16.8,60.5,7.1,240.9,Warning
55,73,7,16.9,98.5,8.8,254.1,Dangerous
74,68,51,20.3,55.7,8.1,81.1,Dangerous
19,80,188,33.4,44.0,6.2,73.8,Warning
74,134,174,24.1,36.0,6.3,75.0,Warning
64,65,55,26.9,61.0,7.5,106.6,Healthy
44,37,44,18.9,91.4,6.7,205.1,Warning
48,136,90,20.3,31.7,4.6,227.0,Dangerous
44,87,34,17.1,75.4,6.2,44.7,Warning
87,75,55,42.4,46.6,8.9,208.8,Dangerous
23,84,205,38.1,58.9,4.8,113.7,Dangerous
116,13,30,30.9,57.1,7.2,79.4,Warning
3,142,134,13.8,26.2,7.2,23.1,Dangerous
104,137,13,21.5,26.1,6.8,71.2,Warning
30,40,58,32.3,20.2,8.9,283.0,Dangerous
44,143,37,25.5,75.2,8.0,196.0,Warning
140,31,62,30.4,68.0,7.4,288.2,Warning
93,113,169,39.2,77.9,4.1,46.3,Dangerous
77,5,202,16.5,26.7,4.3,21.3,Dangerous
75,84,144,23.1,57.5,5.0,177.6,Dangerous
121,70,172,23.1,24.6,8.6,102.9,Dangerous
111,138,23,34.1,47.8,5.7,54.5,Warning
110,61,36,38.4,51.5,5.8,166.0,Dangerous
77,89,166,39.3,42.5,8.1,112.5,Dangerous
12,56,121,37.7,56.7,5.6,137.8,Warning
100,128,118,41.2,48.3,9.0,114.1,Dangerous
78,126,84,38.1,60.9,7.8,234.1,Dangerous
8,33,133,34.8,32.3,5.1,163.3,Dangerous
14,123,28,16.7,20.5,8.2,289.5,Dangerous
117,102,146,34.1,88.2,5.0,53.2,Dangerous
2,108,43,26.7,46.2,7.3,178.1,Warning
72,130,146,27.5,69.7,6.6,129.3,Healthy
14,124,56,39.7,93.6,8.7,164.5,Dangerous
131,10,59,12.7,70.3,8.3,218.8,Dangerous
21,64,115,39.6,43.6,6.9,139.2,Dangerous
4,11,72,24.0,68.7,6.0,228.4,Warning
118,100,47,25.2,81.3,5.6,122.2,Warning
2,135,163,26.8,31.7,6.6,120.4,Warning
79,96,174,43.6,50.3,7.7,145.7,Dangerous
54,91,47,38.3,98.7,6.4,177.4,Dangerous
129,79,24,27.9,25.9,5.9,88.9,Warning
80,88,50,42.4,26.3,4.6,118.7,Dangerous
66,31,163,18.5,21.4,7.4,132.2,Warning
131,103,30,22.4,37.8,6.3,95.7,Warning
66,37,182,14.2,68.3,7.2,171.4,Dangerous
82,58,205,40.4,81.2,5.6,228.2,Dangerous
79,106,53,22.3,37.9,5.5,272.0,Warning
77,86,170,23.3,71.1,8.4,174.4,Dangerous
102,75,97,12.5,51.6,8.5,208.6,Dangerous
74,4,198,32.0,56.1,7.7,57.4,Warning
122,91,183,36.8,22.3,8.1,21.3,Dangerous
93,43,64,39.1,38.5,4.1,201.3,Dangerous
118,10,35,10.3,39.6,6.8,161.0,Dangerous
25,60,166,40.5,69.3,6.8,22.3,Dangerous
104,102,22,15.0,21.5,6.5,189.4,Warning
74,78,98,19.9,69.3,6.2,70.9,Warning
24,139,70,29.3,82.1,8.5,144.5,Dangerous
125,90,27,30.6,86.2,7.5,274.0,Warning
24,36,178,10.5,91.8,7.4,94.5,Dangerous
10,42,14,36.7,89.3,4.7,26.1,Dangerous
0,69,153,17.9,44.5,6.2,166.6,Warning
134,81,172,39.3,73.0,8.5,36.0,Dangerous
123,145,96,37.9,23.5,5.0,35.8,Dangerous
73,135,125,33.7,80.3,8.4,211.8,Dangerous
44,73,35,15.9,42.7,8.1,48.2,Dangerous
134,143,111,27.7,95.3,8.9,294.5,Dangerous
123,128,192,34.6,88.5,7.3,106.6,Warning
62,3,58,35.4,32.9,6.8,289.7,Warning
108,93,103,36.0,69.9,5.0,245.2,Dangerous
6,93,54,35.8,97.2,4.9,252.1,Dangerous
5,128,7,40.9,86.7,8.5,160.1,Dangerous
1,48,179,36.9,64.2,6.2,95.0,Warning
67,86,148,29.3,61.2,5.7,258.3,Warning
82,27,189,14.7,91.9,8.7,252.8,Dangerous
31,102,157,19.0,39.8,7.6,113.6,Warning
139,91,145,12.5,33.6,4.2,138.6,Dangerous
105,119,189,21.1,70.3,4.9,206.8,Dangerous
139,113,35,13.8,91.2,8.5,233.6,Dangerous
70,138,179,28.1,57.3,5.5,160.4,Warning
30,5,92,38.2,90.5,7.8,132.7,Dangerous
7,7,100,32.9,45.8,6.1,46.0,Warning
33,54,123,36.9,22.8,4.9,196.0,Dangerous
51,139,111,25.3,92.1,8.1,108.1,Dangerous
28,77,40,30.6,66.2,6.3,180.0,Warning
51,61,193,44.8,91.6,8.5,126.2,Dangerous
95,66,151,30.1,48.8,6.7,225.9,Warning
84,142,142,29.9,60.3,6.9,281.1,Healthy
11,105,7,22.6,71.6,6.9,246.4,Warning
89,92,3,14.3,47.7,5.4,54.3,Dangerous
77,6,156,12.2,43.1,8.6,151.4,Dangerous
80,44,32,28.0,61.3,5.2,227.6,Dangerous
89,111,97,28.5,90.5,4.2,208.8,Dangerous
113,95,46,36.4,22.8,7.0,100.2,Warning
137,112,166,22.9,77.8,7.9,30.7,Warning
31,79,80,29.6,43.2,4.5,28.4,Dangerous
101,41,4,43.7,35.3,6.2,265.5,Dangerous
69,68,142,36.9,84.2,5.7,286.2,Warning
36,60,2,31.7,46.5,4.8,129.0,Dangerous
135,8,114,11.7,58.3,5.8,146.6,Dangerous
88,70,171,43.9,99.0,7.6,64.3,Dangerous
11,75,202,13.4,59.1,5.6,290.6,Dangerous
109,100,37,43.4,89.1,6.1,234.0,Dangerous
75,53,11,29.2,47.4,6.5,213.6,Warning
65,27,197,39.0,69.3,8.8,246.8,Dangerous
41,133,89,36.1,24.2,5.5,130.9,Warning
99,78,203,15.6,26.7,5.8,158.4,Warning
61,65,75,24.2,68.3,8.3,215.6,Dangerous
115,36,154,29.5,33.9,8.5,278.9,Dangerous
79,135,89,13.8,65.8,7.6,52.6,Dangerous
71,134,88,11.7,44.4,5.1,41.0,Dangerous
12,104,136,34.1,23.5,7.2,100.2,Warning
21,73,12,41.9,40.1,4.9,218.4,Dangerous
30,128,190,22.4,96.9,6.8,259.1,Warning
115,11,177,17.0,73.6,5.8,58.7,Warning
98,59,117,27.5,75.9,6.7,247.7,Healthy
107,84,97,31.7,63.3,7.3,199.5,Warning
136,95,141,22.1,90.8,5.6,155.4,Warning
131,130,51,34.4,47.1,6.2,97.4,Warning
99,128,154,10.1,29.6,7.2,252.5,Dangerous
55,96,132,34.8,77.2,6.0,113.4,Warning
91,28,10,10.7,91.6,5.9,139.9,Dangerous
105,14,204,14.4,32.5,5.4,203.4,Dangerous
38,115,5,10.7,99.0,4.3,169.1,Dangerous
48,43,45,39.2,24.2,8.6,274.6,Dangerous
71,32,38,12.4,35.7,6.8,284.0,Dangerous
23,4,145,15.2,29.9,4.6,297.2,Dangerous
106,114,68,31.1,55.6,6.9,74.9,Warning
22,64,151,38.4,51.4,4.3,249.2,Dangerous
95,85,166,35.7,82.6,6.5,27.5,Warning
109,135,196,38.2,58.1,4.5,156.3,Dangerous
11,87,198,24.2,55.1,5.5,255.1,Warning
78,15,84,38.5,72.0,6.4,21.7,Dangerous
58,123,151,32.3,26.0,8.5,53.0,Dangerous
28,56,114,20.1,34.8,8.0,266.8,Warning
75,103,147,42.5,64.9,8.2,175.6,Dangerous
